Solyc09g089530.3	GO:0050660
Solyc08g078900.1	GO:0003714; GO:0006351
Solyc04g054490.3	GO:0008152; GO:0016491; GO:0055114
Solyc01g108140.3	GO:0055114
Solyc01g105435.1	GO:0019825; GO:0020037
Solyc00g019950.1	GO:0017176
Solyc02g069920.3	GO:0008152; GO:0016787
Solyc08g006750.3	GO:0003676; GO:0005524
Solyc03g096090.3	GO:0003700; GO:0006355; GO:0043565
Solyc01g006410.3	GO:0005524
Solyc03g005820.3	GO:0004672; GO:0006468
Solyc09g091890.3	GO:0045735
Solyc05g007140.3	GO:0005509
Solyc01g079550.2	GO:0005840
Solyc08g042030.2	GO:0016491; GO:0055114
Solyc06g072550.3	GO:0005515; GO:0007165
Solyc01g099330.3	GO:0003677
Solyc11g069110.2	GO:0005515
Solyc04g078540.3	GO:0005524; GO:0009507
Solyc06g005330.3	GO:0006511
Solyc05g009310.3	GO:0005488
Solyc05g052450.3	GO:0004672; GO:0006468
Solyc07g043630.2	GO:0016579; GO:0036459
Solyc01g091465.1	GO:0005515
Solyc06g071580.3	GO:0003824
Solyc01g068410.3	GO:0006729; GO:0008124
Solyc10g076537.1	GO:0003677; GO:0005634
Solyc10g047530.2	GO:0003677
Solyc07g008560.3	GO:0005975
Solyc12g094580.2	GO:0003677
Solyc12g008460.2	GO:0005515; GO:0008270
Solyc11g005770.2	GO:0005515
Solyc01g073890.3	GO:0003700; GO:0006355
Solyc02g064804.1	GO:0016831; GO:0019752; GO:0030170
Solyc07g006095.1	GO:0006629
Solyc09g065840.3	GO:0016020; GO:0030001; GO:0046873; GO:0055085
Solyc01g066450.3	GO:0016787
Solyc12g019410.2	GO:0016705; GO:0055114
Solyc10g079460.1	GO:0016020; GO:0016772
Solyc06g065410.3	GO:0003677; GO:0046983
Solyc11g056410.2	GO:0000808; GO:0005634; GO:0006260
Solyc12g014430.2	GO:0000166; GO:0046872
Solyc00g014850.1	GO:0004672; GO:0006468
Solyc08g066490.3	GO:0005524; GO:0016301; GO:0016310
Solyc12g009240.1	GO:0004144
Solyc05g009590.3	GO:0005524
Solyc02g085120.3	GO:0005986; GO:0050307
Solyc05g007650.1	GO:0006511
Solyc02g092490.3	GO:0009058; GO:0030170
Solyc09g019980.3	GO:0003700; GO:0006355
Solyc03g116510.1	GO:0005515
Solyc00g030100.1	GO:0005515
Solyc03g117640.1	GO:0006633; GO:0016491; GO:0055114
Solyc04g016570.1	GO:0005515
Solyc01g098770.1	GO:0005515
Solyc01g111060.3	GO:0016311; GO:0016791
Solyc01g008800.2	GO:0004386; GO:0005524
Solyc07g065660.3	GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0042555
Solyc01g103470.2	GO:0004672; GO:0005524; GO:0006468
Solyc02g080310.2	GO:0004601; GO:0042744
Solyc12g089010.2	GO:0006812; GO:0016021; GO:0016887
Solyc00g094530.1	GO:0006508; GO:0008234
Solyc06g068980.3	GO:0005488
Solyc05g008250.2	GO:0004222; GO:0006508
Solyc05g006390.1	GO:0015018; GO:0016020
Solyc08g081590.2	GO:0004639; GO:0006164
Solyc12g088060.2	GO:0016021; GO:0055085
Solyc06g062660.3	GO:0005515
Solyc06g075310.3	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
Solyc02g071720.2	GO:0003677
Solyc02g080880.3	GO:0005634; GO:0006281; GO:0030915
Solyc03g078515.1	GO:0004672; GO:0006468
Solyc12g055710.1	GO:0005515
Solyc01g100040.3	GO:0009058; GO:0030170
Solyc03g006320.1	GO:0000123
Solyc02g088000.3	GO:0008152; GO:0016740
Solyc06g053380.3	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc10g008200.3	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc06g050860.3	GO:0003676
Solyc01g079360.3	GO:0005737; GO:0006561
Solyc11g062400.2	GO:0005524
Solyc10g006920.3	GO:0005789; GO:0016758
Solyc06g073050.2	GO:0008152; GO:0016758
Solyc12g010480.2	GO:0005634; GO:0006511; GO:0007275
Solyc02g068670.2	GO:0003924; GO:0005525
Solyc05g053010.1	GO:0016020
Solyc03g119230.1	GO:0016021; GO:0071705
Solyc02g064710.3	GO:0004351; GO:0006536; GO:0030170
Solyc02g090870.1	GO:0000226; GO:0000922; GO:0005815; GO:0007020; GO:0043015
Solyc00g052430.3	GO:0003824
Solyc03g112720.3	GO:0004842; GO:0016567
Solyc09g055660.2	GO:0005515
Solyc10g048190.1	GO:0006869; GO:0008289
Solyc06g073480.3	GO:0008152; GO:0016758
Solyc02g084960.1	GO:0004672; GO:0005524; GO:0006468
Solyc05g055080.1	GO:0005618; GO:0030599; GO:0042545
Solyc09g082790.3	GO:0005524
Solyc02g068830.2	GO:0005737; GO:0006629; GO:0016021; GO:0016627
Solyc12g008550.2	GO:0005515; GO:0008270
Solyc01g068630.3	GO:0008375; GO:0016020
Solyc11g006710.2	GO:0003700; GO:0006355
Solyc08g078500.3	GO:0003824
Solyc01g102700.3	GO:0003700; GO:0006355; GO:0016602
Solyc01g106390.3	GO:0004748; GO:0005524; GO:0006260; GO:0055114
Solyc08g014150.3	GO:0004190; GO:0006508
Solyc03g026160.3	GO:0005515
Solyc05g052715.1	GO:0005515
Solyc04g056380.3	GO:0005515
Solyc02g085110.3	GO:0000287; GO:0005986; GO:0050307
Solyc02g092730.3	GO:0005524
Solyc01g090120.3	GO:0006508; GO:0008233
Solyc11g063600.2	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
Solyc09g082460.3	GO:0004185; GO:0006508
Solyc04g039830.2	GO:0004525; GO:0006396
Solyc05g008050.2	GO:0016651; GO:0055114
Solyc07g040710.3	GO:0003714
Solyc02g086140.1	GO:0005515
Solyc05g054355.1	GO:0006950
Solyc04g014260.2	GO:0004190; GO:0006508
Solyc03g093120.4	GO:0004672; GO:0005524; GO:0006468
Solyc05g025820.3	GO:0003677
Solyc07g025500.2	GO:0004601; GO:0042744
Solyc04g016060.1	GO:0004525; GO:0006396
Solyc01g009715.1	GO:0006614
Solyc03g116975.1	GO:0009055; GO:0015035; GO:0045454
Solyc02g071730.3	GO:0003700; GO:0006355
Solyc06g068960.1	GO:0003723
Solyc06g083280.2	GO:0005515
Solyc08g015730.2	GO:0046983
Solyc12g008473.1	GO:0030247
Solyc01g010135.1	GO:0006810
Solyc01g095080.3	GO:0000160; GO:0003677; GO:0006355
Solyc05g026490.3	GO:0046983
Solyc10g008090.1	GO:0005956; GO:0019887
Solyc00g272810.1	GO:0004422; GO:0005737; GO:0006166
Solyc07g006020.3	GO:0008270; GO:0016567
Solyc07g063980.1	GO:0046983
Solyc02g083285.1	GO:0016491; GO:0055114
Solyc07g062490.1	GO:0003677; GO:0046983
Solyc03g063480.2	GO:0016705; GO:0055114
Solyc11g031950.1	GO:0005515
Solyc06g024240.1	GO:0016021; GO:0055085
Solyc03g113220.3	GO:0005515
Solyc03g058400.3	GO:0004553; GO:0005975
Solyc12g014397.1	GO:0000166
Solyc07g007080.1	GO:0005515
Solyc00g013140.2	GO:0005215; GO:0006810; GO:0016020
Solyc00g006680.2	GO:0004190; GO:0006508
Solyc09g007110.3	GO:0003774; GO:0005524; GO:0016459
Solyc10g006510.3	GO:0005525; GO:0007264
Solyc05g056060.3	GO:0055085
Solyc06g036170.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc01g099370.3	GO:0016020; GO:0055114
Solyc08g076380.2	GO:0006886; GO:0006888; GO:0030127
Solyc03g120160.1	GO:0004553; GO:0005975
Solyc03g034030.3	GO:0004672; GO:0005524; GO:0006468
Solyc08g062330.3	GO:0004356; GO:0006807
Solyc06g082340.2	GO:0016021; GO:0022857
Solyc05g052370.3	GO:0003824
Solyc01g110110.3	GO:0005515
Solyc10g062160.2	GO:0005524
Solyc01g097840.3	GO:0016491; GO:0055114
Solyc06g060610.2	GO:0005975
Solyc04g050840.1	GO:0004525; GO:0006396
Solyc08g069140.3	GO:0004672; GO:0005524; GO:0006468
Solyc08g079680.3	GO:0046983
Solyc03g082840.3	GO:0005515; GO:0008270
Solyc02g087210.3	GO:0005484; GO:0006886; GO:0016020
Solyc03g118490.3	GO:0004014; GO:0008295
Solyc08g075240.3	GO:0002161; GO:0006418
Solyc01g099820.3	GO:0009058; GO:0030170
Solyc12g005700.2	GO:0008270
Solyc10g050960.2	GO:0005634
Solyc04g079080.2	GO:0006412
Solyc12g019480.2	GO:0003735; GO:0005840; GO:0006412
Solyc09g091780.3	GO:0005515
Solyc02g088070.3	GO:0005515
Solyc06g060380.3	GO:0005975
Solyc02g080070.3	GO:0004601; GO:0042744
Solyc09g042710.3	GO:0003824
Solyc03g071620.1	GO:0003700; GO:0006355; GO:0043565
Solyc03g005420.2	GO:0005515
Solyc05g050820.3	GO:0016787
Solyc07g064290.3	GO:0005515
Solyc09g005080.1	GO:0055114
Solyc02g083610.3	GO:0016491; GO:0055114
Solyc07g064650.2	GO:0004672; GO:0006468
Solyc01g102390.3	GO:0003677; GO:0006310; GO:0015074
Solyc09g015850.3	GO:0015986; GO:0046933
Solyc08g005280.2	GO:0003676
Solyc04g077450.3	GO:0005515
Solyc10g046880.1	GO:0003700; GO:0006355
Solyc02g067780.3	GO:0005545; GO:0030136; GO:0030276; GO:0048268
Solyc11g056270.2	GO:0004190; GO:0016021
Solyc04g081660.2	GO:0009055; GO:0016020; GO:0016491
Solyc05g054760.3	GO:0004857
Solyc11g006830.2	GO:0005515; GO:0008270
Solyc10g076670.2	GO:0006355; GO:0008270
Solyc02g092190.1	GO:0046983
Solyc03g119070.2	GO:0005975
Solyc07g006620.3	GO:0003676
Solyc07g062210.3	GO:0004553; GO:0005975
Solyc01g097330.3	GO:0009294
Solyc11g066800.2	GO:0004672; GO:0006468
Solyc09g042690.2	GO:0008033; GO:0017150; GO:0050660; GO:0055114
Solyc00g014840.1	GO:0004672; GO:0005524; GO:0006468
Solyc07g006090.2	GO:0046872
Solyc06g062750.3	GO:0003824; GO:0008152
Solyc02g092210.1	GO:0003824; GO:0008152
Solyc06g074420.1	GO:0005618; GO:0030599; GO:0042545
Solyc08g007820.1	GO:0052855
Solyc09g010090.4	GO:0003677
Solyc08g078890.2	GO:0008270
Solyc09g065590.3	GO:0009107; GO:0016992; GO:0051539
Solyc12g096950.2	GO:0000287; GO:0004012; GO:0005524; GO:0015914; GO:0016021
Solyc11g069970.1	GO:0005515; GO:0008270
Solyc10g049630.2	GO:0098599
Solyc05g014540.3	GO:0000287; GO:0004743; GO:0006096; GO:0030955
Solyc07g006410.1	GO:0004672; GO:0006468
Solyc04g080660.3	GO:0017004; GO:0020037
Solyc06g005070.2	GO:0003712; GO:0006355
Solyc03g097600.3	GO:0005634
Solyc02g093060.3	GO:0005524
Solyc12g099970.2	GO:0005515
Solyc12g010020.2	GO:0005515
Solyc04g015530.2	GO:0004525; GO:0006396
Solyc04g078460.3	GO:0003677
Solyc06g073000.3	GO:0008152; GO:0016758
Solyc07g051950.3	GO:0004672; GO:0005524; GO:0006468
Solyc03g116890.3	GO:0009055; GO:0015035; GO:0045454
Solyc12g094635.1	GO:0003700; GO:0006355; GO:0007275
Solyc06g053450.3	GO:0000155; GO:0000160
Solyc01g079507.1	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc04g082280.3	GO:0003677; GO:0003899; GO:0006351
Solyc01g098400.3	GO:0016021; GO:0022857; GO:0055085
Solyc09g064680.2	GO:0003677; GO:0003918; GO:0005524; GO:0006259; GO:0006265
Solyc02g086490.3	GO:0005515; GO:0008270
Solyc07g006385.1	GO:0004672; GO:0005524; GO:0006468
Solyc02g094740.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc03g005460.3	GO:0009055; GO:0015035; GO:0045454
Solyc02g085530.2	GO:0005509
Solyc10g075130.2	GO:0003824; GO:0005975; GO:0016616; GO:0055114
Solyc08g076870.1	GO:0004672; GO:0005524; GO:0006468
Solyc02g070700.2	GO:0000166; GO:0004824; GO:0005524; GO:0005737; GO:0006430
Solyc02g081340.3	GO:0004674
Solyc09g065850.3	GO:0020037
Solyc07g056470.3	GO:0003677
Solyc03g093330.3	GO:0003700
Solyc08g075230.1	GO:0000166; GO:0006418
Solyc01g107760.3	GO:0008270
Solyc05g007710.3	GO:0006511
Solyc02g079570.3	GO:0004329; GO:0005524; GO:0009396
Solyc07g045145.1	GO:0006950
Solyc03g120900.2	GO:0000155; GO:0000160
Solyc10g079420.1	GO:0005509
Solyc01g106350.3	GO:0006260; GO:0055114
Solyc00g019970.2	GO:0004672; GO:0005524; GO:0006468
Solyc02g083450.3	GO:0004672; GO:0006468
Solyc08g008020.1	GO:0004190; GO:0006508
Solyc04g005790.3	GO:0006511; GO:0031625
Solyc06g063120.3	GO:0005515
Solyc04g076640.2	GO:0043531
Solyc03g080150.3	GO:0007165
Solyc02g079160.2	GO:0004842; GO:0008270; GO:0016567
Solyc02g071830.2	GO:0008270
Solyc07g065160.3	GO:0003700; GO:0006355; GO:0043565
Solyc09g009040.3	GO:0005524; GO:0006457; GO:0009408; GO:0051082
Solyc04g007670.1	GO:0004672; GO:0005524; GO:0006468
Solyc08g076360.3	GO:0016020; GO:0017038
Solyc03g093540.1	GO:0003677
Solyc06g061190.1	GO:0015977; GO:0016984
Solyc03g097330.1	GO:0004869
Solyc09g031840.1	GO:0004650; GO:0005975
Solyc11g068570.1	GO:0003824
Solyc08g066850.3	GO:0016772
Solyc12g098310.2	GO:0004553; GO:0005975
Solyc12g056990.1	GO:0003723; GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc09g082130.3	GO:0004185; GO:0006508
Solyc08g079300.3	GO:0010411; GO:0016762; GO:0042546
Solyc10g005980.1	GO:0005515; GO:0008270
Solyc04g007000.1	GO:0008168
Solyc10g008460.3	GO:0003676
Solyc12g006660.2	GO:0006869; GO:0008289
Solyc03g078230.3	GO:0004672; GO:0005524; GO:0006468
Solyc05g009360.3	GO:0016705; GO:0055114
Solyc08g075190.1	GO:0000166; GO:0004822; GO:0005524; GO:0005737; GO:0006428
Solyc05g052420.2	GO:0004672; GO:0005524; GO:0006468
Solyc06g082535.1	GO:0006810
Solyc08g079590.2	GO:0046983
Solyc03g033710.3	GO:0004672; GO:0005524; GO:0006468
Solyc12g098620.2	GO:0003723
Solyc01g098940.3	GO:0009744; GO:0043562
Solyc11g006980.1	GO:0000179; GO:0006364
Solyc01g049690.3	GO:0005975; GO:0008270; GO:0016832
Solyc00g075035.1	GO:0003677
Solyc02g063350.1	GO:0016614; GO:0050660; GO:0055114
Solyc11g020050.1	GO:0000244; GO:0000398; GO:0046540
Solyc10g031550.1	GO:0008168; GO:0032259
Solyc03g123770.1	GO:0005741; GO:0055085
Solyc03g123410.1	GO:0004185; GO:0006508
Solyc11g012230.2	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc07g042430.1	GO:0005515
Solyc01g110610.3	GO:0003735; GO:0005622; GO:0005840; GO:0006412; GO:0019843
Solyc02g062050.2	GO:0046982
Solyc02g092370.1	GO:0005515
Solyc07g016050.3	GO:0031177
Solyc03g083000.3	GO:0005507
Solyc09g075050.2	GO:0004252; GO:0006508
Solyc04g081450.3	GO:0005524; GO:0009507
Solyc01g088690.3	GO:0016747
Solyc04g008930.2	GO:0000287; GO:0004012; GO:0005524; GO:0015914; GO:0016021
Solyc03g063090.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc02g077290.2	GO:0003676; GO:0005524
Solyc06g071600.3	GO:0005515
Solyc02g085830.3	GO:0008289
Solyc06g005280.1	GO:0005488
Solyc01g066457.1	GO:0008137; GO:0055114
Solyc07g006600.1	GO:0005618; GO:0030599; GO:0042545
Solyc03g042560.2	GO:0003824; GO:0050662
Solyc06g060770.3	GO:0004553; GO:0005975
Solyc06g082170.2	GO:0016020; GO:0016021
Solyc07g014730.3	GO:0006633
Solyc09g015700.3	GO:0003964
Solyc12g014590.2	GO:0004842; GO:0016567
Solyc08g036570.1	GO:0016021
Solyc12g056420.2	GO:0000413; GO:0003755; GO:0006457
Solyc06g060230.3	GO:0003677; GO:0046983
Solyc05g012840.1	GO:0003824; GO:0030151; GO:0030170
Solyc05g009340.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc02g085150.3	GO:0004857
Solyc06g063130.3	GO:0000165; GO:0000977; GO:0045944
Solyc08g065440.3	GO:0043169
Solyc11g005700.1	GO:0003723; GO:0005730
Solyc04g078500.1	GO:0043531
Solyc01g091430.2	GO:0000723; GO:0003678; GO:0006281
Solyc01g097920.3	GO:0003999; GO:0005737; GO:0006168
Solyc00g257110.3	GO:0003723
Solyc01g099745.1	GO:0003824; GO:0009058; GO:0030170
Solyc02g086010.2	GO:0051259
Solyc11g009040.2	GO:0003700; GO:0005634; GO:0006355
Solyc01g081530.2	GO:0019239
Solyc02g072030.1	GO:0016702; GO:0046872; GO:0055114
Solyc10g086220.2	GO:0006614
Solyc11g005760.2	GO:0005515
Solyc06g034290.3	GO:0005524; GO:0005737; GO:0008152; GO:0016301; GO:0016773
Solyc11g063510.1	GO:0006355; GO:0008094; GO:0040029; GO:0043044
Solyc01g095520.3	GO:0006355
Solyc05g050210.3	GO:0005515
Solyc02g084000.3	GO:0003824; GO:0008152
Solyc06g076200.1	GO:0003824; GO:0050662
Solyc12g094650.2	GO:0000166; GO:0004812; GO:0005524; GO:0006418
Solyc08g080990.3	GO:0005515
Solyc06g005680.3	GO:0003677
Solyc01g009700.2	GO:0009664
Solyc12g042880.2	GO:0005524; GO:0016308
Solyc06g074230.3	GO:0005618; GO:0030599; GO:0042545
Solyc07g041830.3	GO:0004722; GO:0006470
Solyc04g071770.3	GO:0004525; GO:0006396
Solyc09g014310.3	GO:0005515
Solyc05g055540.2	GO:0005515
Solyc06g050920.3	GO:0005509
Solyc11g021170.1	GO:0016874
Solyc05g041920.3	GO:0009521; GO:0009767; GO:0016020; GO:0016168; GO:0019684
Solyc06g069290.3	GO:0008137; GO:0042773; GO:0055114
Solyc07g017297.1	GO:0006801; GO:0046872; GO:0055114
Solyc07g018300.3	GO:0004764; GO:0055114
Solyc11g063500.1	GO:0005524; GO:0005634; GO:0006355
Solyc01g096860.2	GO:0004869
Solyc07g056230.3	GO:0000786; GO:0003677
Solyc03g119820.1	GO:0003677; GO:0046983
Solyc05g049860.2	GO:0005515
Solyc04g047760.2	GO:0008152; GO:0016491; GO:0055114
Solyc03g093620.1	GO:0010024; GO:0016636; GO:0050897; GO:0055114
Solyc07g052930.3	GO:0007021; GO:0007023; GO:0048487
Solyc04g015980.3	GO:0004525; GO:0006396
Solyc10g005610.2	GO:0005506; GO:0006633; GO:0016491; GO:0055114
Solyc09g098270.3	GO:0015979; GO:0015995; GO:0045550; GO:0055114
Solyc12g038580.2	GO:0009733
Solyc10g011710.1	GO:0006629
Solyc09g005170.2	GO:0003735; GO:0005622; GO:0005840; GO:0006412
Solyc10g009390.3	GO:0006725; GO:0008198; GO:0016491
Solyc08g067250.3	GO:0005506; GO:0016705; GO:0031418; GO:0055114
Solyc02g066980.1	GO:0003676
Solyc08g006850.3	GO:0016491
Solyc03g033550.3	GO:0003677; GO:0016602
Solyc11g040173.1	GO:0006629
Solyc02g090980.1	GO:0016209; GO:0016491; GO:0055114
Solyc04g076400.3	GO:0004525; GO:0006396
Solyc02g031790.2	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc01g088580.1	GO:0005622; GO:0008270
Solyc02g071875.1	GO:0005515
Solyc10g083170.2	GO:0006904; GO:0016192
Solyc05g018060.1	GO:0004222; GO:0006508; GO:0016020
Solyc01g067417.1	GO:0003824
Solyc06g008510.3	GO:0003735; GO:0005840; GO:0006412
Solyc02g091250.1	GO:0051920; GO:0055114
Solyc09g018010.3	GO:0006855; GO:0015238; GO:0015297; GO:0016020; GO:0055085
Solyc08g062940.3	GO:0004014; GO:0008295
Solyc12g014530.2	GO:0005515
Solyc07g064990.3	GO:0006338; GO:0006355; GO:0031011
Solyc10g009190.1	GO:0009055
Solyc08g007240.3	GO:0008641
Solyc00g013150.1	GO:0005215; GO:0006857; GO:0016020
Solyc10g048060.1	GO:0003700; GO:0006355
Solyc02g086585.1	GO:0005515
Solyc10g006590.2	GO:0006633
Solyc02g087580.3	GO:0003676; GO:0005524
Solyc06g083760.3	GO:0006511; GO:0031625
Solyc03g094000.3	GO:0003676
Solyc05g014510.3	GO:0003676; GO:0004523
Solyc01g081115.1	GO:0000034; GO:0006146
Solyc11g007660.1	GO:0005515
Solyc04g008370.2	GO:0005515; GO:0008270
Solyc10g074950.2	GO:0005525
Solyc06g060140.3	GO:0000982; GO:0000987; GO:0045944
Solyc02g088710.3	GO:0005488
Solyc10g080550.2	GO:0046872
Solyc06g024207.1	GO:0005783; GO:0016021; GO:0072546
Solyc09g059477.1	GO:0003824
Solyc10g086430.2	GO:0005515
Solyc05g009640.3	GO:0003723; GO:0006355
Solyc11g011548.1	GO:0005506; GO:0016705; GO:0020037; GO:0055114
Solyc02g071815.1	GO:0003677
Solyc01g098330.1	GO:0005524; GO:0046872
Solyc00g157080.2	GO:0005215; GO:0016021; GO:0055085
Solyc08g067610.3	GO:0046982
Solyc07g007020.3	GO:0009055; GO:0015035; GO:0045454
Solyc12g019050.2	GO:0020037
Solyc06g035410.2	GO:0005515
Solyc06g076080.2	GO:0005525
Solyc11g068880.2	GO:0009058; GO:0030170
Solyc02g085010.1	GO:0005509
Solyc03g113250.3	GO:0000289; GO:0004535
Solyc02g084980.3	GO:0004672; GO:0006468
Solyc09g018040.1	GO:0005515
Solyc01g091860.3	GO:0016491
Solyc12g057060.2	GO:0003735; GO:0006412; GO:0015935
Solyc03g123380.1	GO:0005524
Solyc03g059190.3	GO:0005975
Solyc11g066730.2	GO:0004672; GO:0005524; GO:0006468
Solyc01g111880.3	GO:0004553; GO:0005975
Solyc03g026270.3	GO:0005515
Solyc06g072340.3	GO:0003700; GO:0006355
Solyc01g081040.3	GO:0016491; GO:0055114
Solyc11g007530.2	GO:0004518; GO:0006281
Solyc07g062685.1	GO:0004729; GO:0006779; GO:0055114
Solyc12g006480.2	GO:0005216; GO:0006811; GO:0016020; GO:0055085
Solyc04g007690.3	GO:0004672; GO:0006468
Solyc06g007890.3	GO:0033926
Solyc08g065820.2	GO:0006979; GO:0016671; GO:0030091
Solyc02g064806.1	GO:0006812; GO:0015299; GO:0016021
Solyc04g014750.1	GO:0004030; GO:0006081; GO:0055114
Solyc04g008330.1	GO:0003723; GO:0003746; GO:0006452; GO:0043022; GO:0045901; GO:0045905
Solyc09g091910.2	GO:0030145
Solyc12g088940.2	GO:0000166; GO:0046872
Solyc10g054720.1	GO:0006457; GO:0051082
Solyc04g007580.1	GO:0046983
Solyc02g093443.1	GO:0005525; GO:0005622; GO:0007264
Solyc02g062550.3	GO:0016841
Solyc09g082670.3	GO:0004672; GO:0006468
Solyc02g080615.1	GO:0000148; GO:0003843; GO:0006075; GO:0016020
Solyc04g072360.2	GO:0003676
Solyc11g040340.2	GO:0000272; GO:0016161
Solyc03g112180.1	GO:0004672; GO:0005524; GO:0006468
Solyc07g052175.1	GO:0004672; GO:0006468
Solyc11g056400.2	GO:0016705; GO:0055114
Solyc03g113130.3	GO:0005488
Solyc02g062975.1	GO:0004672; GO:0006468
Solyc00g013120.3	GO:0005975
Solyc08g067300.1	GO:0016491; GO:0055114
Solyc03g118360.2	GO:0005509
Solyc04g009960.3	GO:0004190; GO:0006508
Solyc04g011690.3	GO:0004190; GO:0006508
Solyc01g095650.3	GO:0050660
Solyc07g065040.3	GO:0031011
Solyc02g071420.3	GO:0016616; GO:0055114
Solyc08g062870.1	GO:0004014
Solyc05g016310.1	GO:0003777; GO:0005524; GO:0007018; GO:0008017
Solyc12g094600.2	GO:0003700; GO:0006355
Solyc06g074800.1	GO:0003824
Solyc01g007010.2	GO:0043169
Solyc10g008240.3	GO:0005525
Solyc12g013570.2	GO:0005515
Solyc07g066510.3	GO:0005515
Solyc12g096980.2	GO:0016021
Solyc07g053080.3	GO:0005515
Solyc07g062780.3	GO:0000786; GO:0003677
Solyc04g072740.3	GO:0003677; GO:0003918; GO:0006265
Solyc00g094540.1	GO:0042256; GO:0043022
Solyc00g021630.1	GO:0005524
Solyc09g083390.2	GO:0003676
Solyc08g062930.2	GO:0004014; GO:0006597; GO:0008295
Solyc01g106880.3	GO:0004872; GO:0005506; GO:0009279; GO:0015891; GO:0016021
Solyc03g114070.3	GO:0003700; GO:0006355
Solyc04g082380.3	GO:0008137; GO:0055114
Solyc06g034360.2	GO:0003676
Solyc01g110880.1	GO:0006470; GO:0008138
Solyc01g006420.3	GO:0000723; GO:0003678; GO:0006281
Solyc12g062570.2	GO:0016705; GO:0055114
Solyc02g014470.3	GO:0005515; GO:0008270
Solyc12g088520.2	GO:0004672; GO:0006468
Solyc00g013170.1	GO:0052866
Solyc07g007530.1	GO:0000166
Solyc08g068380.3	GO:0003676
Solyc10g080813.1	GO:0005215; GO:0006810; GO:0016020
Solyc06g068200.1	GO:0005634; GO:0005737; GO:0006606; GO:0008565
Solyc01g057480.2	GO:0015002; GO:0016020; GO:0019646
Solyc05g050810.3	GO:0003676
Solyc01g095450.3	GO:0004673
Solyc12g042600.2	GO:0046983
Solyc01g079570.3	GO:0003676; GO:0004519
Solyc06g068530.1	GO:0000160
Solyc02g077170.2	GO:0004310; GO:0006696; GO:0051996
Solyc02g088160.3	GO:0003677; GO:0006355
Solyc01g008550.4	GO:0005515
Solyc06g060860.2	GO:0005975
Solyc02g085090.1	GO:0004857
Solyc07g066020.2	GO:0005524; GO:0006298; GO:0030983
Solyc07g038110.2	GO:0004601; GO:0006979; GO:0020037; GO:0055114
Solyc06g007165.1	GO:0008270
Solyc09g011520.3	GO:0004519; GO:0006281
Solyc01g104390.2	GO:0019867
Solyc02g076690.3	GO:0016747
Solyc01g057770.3	GO:0005739; GO:0016021; GO:0016820
Solyc10g009100.2	GO:0005515
Solyc02g078450.3	GO:0004672; GO:0006468
Solyc10g009320.3	GO:0005525
Solyc07g007440.1	GO:0016020; GO:0016760; GO:0030244
Solyc07g026675.1	GO:0004601; GO:0042744
Solyc02g078910.3	GO:0005525
Solyc08g082050.2	GO:0008168
Solyc01g056670.1	GO:0005515
Solyc01g097630.2	GO:0004506; GO:0016021; GO:0050660; GO:0055114
Solyc09g090540.3	GO:0005506; GO:0016491; GO:0055114
Solyc03g120860.2	GO:0005975
Solyc08g077955.1	GO:0003860
Solyc08g075010.3	GO:0000166; GO:0004812; GO:0005524; GO:0006418
Solyc00g049210.1	GO:0016491; GO:0055114
Solyc09g018220.2	GO:0046872
Solyc12g045020.2	GO:0008270
Solyc06g074150.3	GO:0004857
Solyc02g093580.3	GO:0003677; GO:0006352
Solyc05g012940.3	GO:0003824; GO:0030151; GO:0030170
Solyc01g105880.4	GO:0006508; GO:0008234
Solyc05g010060.3	GO:0016787
Solyc01g110540.3	GO:0000165; GO:0000977; GO:0045944
Solyc03g083500.3	GO:0005515
Solyc03g115950.3	GO:0016702; GO:0046872; GO:0055114
Solyc06g051320.3	GO:0007165
Solyc06g071150.3	GO:0030001; GO:0046872
Solyc07g041190.3	GO:0003824
Solyc03g006790.2	GO:0019211
Solyc05g014720.3	GO:0004743; GO:0006096
Solyc01g107980.3	GO:0008270; GO:0016491
Solyc03g118440.2	GO:0004672; GO:0006468
Solyc03g115235.1	GO:0004650; GO:0005975
Solyc04g015600.3	GO:0004525; GO:0006396
Solyc12g087855.1	GO:0004672; GO:0005524; GO:0006468
Solyc03g044740.3	GO:0000166
Solyc11g068530.1	GO:0051287; GO:0055114
Solyc01g080480.3	GO:0008168
Solyc04g080200.3	GO:0009522; GO:0009579; GO:0015979; GO:0016021
Solyc08g007130.3	GO:0045454
